timestamp,latitude,longitude,altitude,v_north,v_east,v_down,a_north,a_east,a_down
0.0,39.9087,116.41578967152093,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.41625863745736,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4167276033938,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.41719656933023,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.41766553526666,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4181345012031,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.41860346713953,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.41907243307597,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4195413990124,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42001036494884,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42047933088527,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4209482968217,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42141726275814,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42188622869458,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42235519463101,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42282416056744,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42329312650388,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42376209244031,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42423105837675,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42470002431318,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42516899024962,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42563795618605,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42610692212249,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42657588805892,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42704485399535,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42751381993179,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42798278586822,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42845175180466,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4289207177411,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42938968367753,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.42985864961396,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4303276155504,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43079658148683,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43126554742327,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4317345133597,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43220347929613,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43267244523257,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.433141411169,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43361037710544,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43407934304187,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43454830897831,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43501727491474,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43548624085118,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43595520678761,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43642417272405,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43689313866048,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43736210459691,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43783107053335,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43830003646978,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43876900240622,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43923796834265,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.43970693427909,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44017590021552,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44064486615196,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44111383208839,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44158279802483,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44205176396126,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4425207298977,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44298969583413,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44345866177056,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.443927627707,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44439659364343,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44486555957987,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4453345255163,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44580349145274,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44627245738917,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4467414233256,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44721038926204,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44767935519847,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44814832113491,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44861728707134,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44908625300778,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.44955521894421,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45002418488065,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45049315081708,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45096211675352,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45143108268995,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45190004862638,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45236901456282,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45283798049925,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45330694643569,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45377591237212,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45424487830856,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45471384424499,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45518281018143,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45565177611786,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4561207420543,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45658970799073,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45705867392716,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4575276398636,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45799660580003,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45846557173647,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4589345376729,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45940350360934,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.45987246954577,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4603414354822,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46081040141864,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46127936735508,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46174833329151,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46221729922794,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46268626516438,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46315523110081,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46362419703725,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46409316297368,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46456212891012,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46503109484655,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46550006078299,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46596902671942,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46643799265586,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46690695859229,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46737592452872,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46784489046516,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4683138564016,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46878282233803,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.46925178827446,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4697207542109,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47018972014733,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47065868608377,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4711276520202,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47159661795664,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47206558389307,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4725345498295,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47300351576594,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47347248170237,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47394144763881,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47441041357524,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47487937951168,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47534834544811,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47581731138455,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47628627732098,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47675524325741,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47722420919385,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47769317513028,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47816214106672,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47863110700315,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47910007293959,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.47956903887602,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48003800481246,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48050697074889,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48097593668533,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48144490262176,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4819138685582,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48238283449463,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48285180043106,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4833207663675,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48378973230393,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48425869824037,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4847276641768,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48519663011324,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48566559604967,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4861345619861,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48660352792254,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48707249385897,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48754145979541,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48801042573184,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48847939166828,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48894835760471,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48941732354115,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.48988628947758,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49035525541402,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49082422135045,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49129318728689,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49176215322332,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49223111915975,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49270008509619,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49316905103262,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49363801696906,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49410698290549,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49457594884193,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49504491477836,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4955138807148,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49598284665123,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49645181258767,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4969207785241,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49738974446053,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49785871039697,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4983276763334,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49879664226984,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.49926560820627,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.4997345741427,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50020354007914,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50067250601558,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50114147195201,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50161043788844,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50207940382488,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50254836976131,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50301733569775,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50348630163418,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50395526757062,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50442423350705,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50489319944349,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50536216537992,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50583113131636,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50630009725279,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50676906318922,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50723802912566,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5077069950621,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50817596099853,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50864492693496,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5091138928714,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.50958285880783,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51005182474427,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5105207906807,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51098975661714,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51145872255357,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51192768849,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51239665442644,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51286562036287,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51333458629931,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51380355223574,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51427251817218,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51474148410861,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51521045004505,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51567941598148,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51614838191792,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51661734785435,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51708631379078,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51755527972722,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51802424566365,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51849321160009,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51896217753652,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51943114347296,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.51990010940939,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52036907534583,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52083804128226,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5213070072187,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52177597315513,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52224493909156,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.522713905028,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52318287096443,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52365183690087,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5241208028373,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52458976877374,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52505873471017,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5255277006466,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52599666658304,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52646563251947,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52693459845591,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52740356439234,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52787253032878,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52834149626521,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52881046220165,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52927942813808,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.52974839407452,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53021736001095,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53068632594739,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53115529188382,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53162425782025,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53209322375669,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53256218969312,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53303115562956,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.533500121566,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53396908750243,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53443805343886,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5349070193753,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53537598531173,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53584495124817,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5363139171846,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53678288312103,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53725184905747,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5377208149939,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53818978093034,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53865874686677,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53912771280321,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.53959667873964,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54006564467608,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54053461061251,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54100357654895,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54147254248538,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54194150842181,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54241047435825,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54287944029468,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54334840623112,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54381737216755,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54428633810399,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54475530404042,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54522426997686,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54569323591329,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54616220184973,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54663116778616,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5471001337226,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54756909965903,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54803806559546,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5485070315319,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54897599746833,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.54944496340477,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5499139293412,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55038289527764,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55085186121407,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.5513208271505,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55178979308694,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55225875902337,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55272772495981,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55319669089624,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55366565683268,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55413462276911,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55460358870555,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55507255464198,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55554152057842,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55601048651485,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55647945245128,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55694841838772,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55741738432415,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55788635026059,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55835531619702,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55882428213346,100.0,0.0,40.0,0.0,0,0,0
0.0,39.9087,116.55929324806989,100.0,0.0,40.0,0.0,0,0,0
